,Unnamed: 0,Message,filtered_msg,clusters
96,96,622955 is the OTP for trxn of INR 222.00 at PayTm Mobile Solutions Pv with your SBI Card ending 8419. OTP is valid for 10 mins only. Pls do not share with anyone.,IS THE OTP FOR TRXN OF INR AT PAYTM MOBILE SOLUTIONS PV WITH YOUR SBI CARD ENDING OTP IS VALID FOR MINS ONLY PLS DO NOT SHARE WITH ANYONE,99
97,97,Transaction of Rs.600.00 made on SBI Credit Card XX8419 at L H HIRANANDANI HOSPITAL on 22 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT HIRANANDANI HOSPITAL ON NOV,121
98,98,694546 is the OTP for trxn of INR 222.00 at ONE97 COMCTN-PAYTM with your SBI Card ending 8419. OTP is valid for 10 mins only. Pls do not share with anyone.,IS THE OTP FOR TRXN OF INR AT WITH YOUR SBI CARD ENDING OTP IS VALID FOR MINS ONLY PLS DO NOT SHARE WITH ANYONE,198
99,99,Transaction of Rs.128.00 made on SBI Credit Card XX8419 at RVK HOSPITALITY PRIVATE L on 24 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT RVK HOSPITALITY PRIVATE ON NOV,261
100,100,Transaction of Rs.302.00 made on SBI Credit Card XX8419 at ONE97 COMMUNICATION LTD-P on 25 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT COMMUNICATION ON NOV,405
101,101,Transaction of Rs.302.00 made on SBI Credit Card XX8419 at ONE97 COMMUNICATION LTD-P on 25 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT COMMUNICATION ON NOV,405
102,102,012430 is the OTP for trxn of INR 3808.00 at Amazon India with your SBI Card ending 8419. OTP is valid for 10 mins only. Pls do not share with anyone.,IS THE OTP FOR TRXN OF INR AT AMAZON INDIA WITH YOUR SBI CARD ENDING OTP IS VALID FOR MINS ONLY PLS DO NOT SHARE WITH ANYONE,198
103,103,Transaction of Rs.128.00 made on SBI Credit Card XX8419 at RVK HOSPITALITY PRIVATE L on 25 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT RVK HOSPITALITY PRIVATE ON NOV,261
104,104,Transaction of Rs.442.00 made on SBI Credit Card XX8419 at GAYLORD RESTAURANT on 27 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT GAYLORD RESTAURANT ON NOV,20
105,105,216400 is the OTP for trxn of INR 100.00 at PAYTM with your SBI Card ending 8419. OTP is valid for 10 mins only. Pls do not share with anyone.,IS THE OTP FOR TRXN OF INR AT PAYTM WITH YOUR SBI CARD ENDING OTP IS VALID FOR MINS ONLY PLS DO NOT SHARE WITH ANYONE,198
106,106,Transaction of Rs.173.00 made on SBI Credit Card XX8419 at RVK HOSPITALITY PRIVATE L on 28 Nov 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT RVK HOSPITALITY PRIVATE ON NOV,261
107,107,"Dear SBI Cardholder, outstanding of Rs 22310.00, on your Card no. ending XXXXXXXX8419 is  due on  02-DEC-16 . Min amount due: Rs. 1116.00. Please ignore if already paid. Click here https://Bitly.com/Payeasy to make online payment",DEAR SBI CARDHOLDER OUTSTANDING OF RS ON YOUR CARD NO ENDING IS DUE ON MIN AMOUNT DUE RS PLEASE IGNORE IF ALREADY PAID CLICK HERE HTTPS TO MAKE ONLINE PAYMENT,319
108,108,"Transaction of Rs.1,500.00 made on SBI Credit Card XX8419 without effecting add'nl factor of authentication mandated by RBI, at ECONOMIST SUBSCRIPTION on 30 Nov 16 .",TRANSACTION OF MADE ON SBI CREDIT CARD WITHOUT EFFECTING FACTOR OF AUTHENTICATION MANDATED BY RBI AT ECONOMIST SUBSCRIPTION ON NOV,457
109,109,Transaction of Rs.41.12 made on SBI Credit Card XX8419 at BOOKMYSHOW COM on 2 Dec 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT BOOKMYSHOW COM ON DEC,121
110,110,083348 is the OTP for trxn of INR 1000.00 at PayTm Mobile Solutions Pv with your SBI Card ending 8419. OTP is valid for 10 mins only. Pls do not share with anyone.,IS THE OTP FOR TRXN OF INR AT PAYTM MOBILE SOLUTIONS PV WITH YOUR SBI CARD ENDING OTP IS VALID FOR MINS ONLY PLS DO NOT SHARE WITH ANYONE,99
111,111,Transaction of Rs.120.00 made on SBI Credit Card XX8419 at ITUNES.COM/BILL on 6 Dec 16 .,TRANSACTION OF MADE ON SBI CREDIT CARD AT ON DEC,121
112,112,"Dear SBI Cardholder, as per recent RBI guidelines, the ATM Cash withdrawal limit on your SBI Credit Card will now be Rs.2,000 per day, with immediate effect. Any further change to the stated daily limit would be basis RBI guidelines.",DEAR SBI CARDHOLDER AS PER RECENT RBI GUIDELINES THE ATM CASH WITHDRAWAL LIMIT ON YOUR SBI CREDIT CARD WILL NOW BE PER DAY WITH IMMEDIATE EFFECT ANY FURTHER CHANGE TO THE STATED DAILY LIMIT WOULD BE BASIS RBI GUIDELINES,61
113,113,Hassled about cash? Use your SBI Credit Card to conveniently & securely pay for all your purchases.,HASSLED ABOUT CASH USE YOUR SBI CREDIT CARD TO CONVENIENTLY SECURELY PAY FOR ALL YOUR PURCHASES,241
114,114,"Dear Customer, due to long customer queues at certain branches, there could be delays in servicing your request. We request you to prioritize your/ authorized representatives' visit for important and urgent transactions. Old Rs. 500 and Rs. 1000 notes can be deposited till 30th Dec, 2016. We request you to schedule appointments with the branch for large value deposits. You can continue to use RTGS, NEFT, Debit and Credit Cards for your non-cash transactions. Thank you.",DEAR CUSTOMER DUE TO LONG CUSTOMER QUEUES AT CERTAIN BRANCHES THERE COULD BE DELAYS IN SERVICING YOUR REQUEST WE REQUEST YOU TO PRIORITIZE AUTHORIZED REPRESENTATIVES VISIT FOR IMPORTANT AND URGENT TRANSACTIONS OLD RS AND RS NOTES CAN BE DEPOSITED TILL DEC WE REQUEST YOU TO SCHEDULE APPOINTMENTS WITH THE BRANCH FOR LARGE VALUE DEPOSITS YOU CAN CONTINUE TO USE RTGS NEFT DEBIT AND CREDIT CARDS FOR YOUR TRANSACTIONS THANK YOU,52
115,115,"For your convenience, all our 3061 branches are open today. Our staff is ready to help you deposit/exchange your discontinued Rs. 500/1000 notes. You can deposit any amount into your a/c without limits.",FOR YOUR CONVENIENCE ALL OUR BRANCHES ARE OPEN TODAY OUR STAFF IS READY TO HELP YOU YOUR DISCONTINUED RS NOTES YOU CAN DEPOSIT ANY AMOUNT INTO YOUR WITHOUT LIMITS,145
116,116,"Dear Customer, please note that cash deposits to the Citi credit card or loan, over Rs.50000, will only be accepted up to the credit limit or outstanding amount, of the card or the loan. All these deposits are subject to the usual reporting, as well. Fees and Charges on credit card payments apply.",DEAR CUSTOMER PLEASE NOTE THAT CASH DEPOSITS TO THE CITI CREDIT CARD OR LOAN OVER WILL ONLY BE ACCEPTED UP TO THE CREDIT LIMIT OR OUTSTANDING AMOUNT OF THE CARD OR THE LOAN ALL THESE DEPOSITS ARE SUBJECT TO THE USUAL REPORTING AS WELL FEES AND CHARGES ON CREDIT CARD PAYMENTS APPLY,192
117,117,Short of Cash? Pay for your grocery shopping with SBI Card Elite and also get 5X Reward Points. T&C Apply.,SHORT OF CASH PAY FOR YOUR GROCERY SHOPPING WITH SBI CARD ELITE AND ALSO GET REWARD POINTS APPLY,162
118,118,"Why worry about cash? Now pay for your groceries, movies, travel, fuel, bills and much more directly with your Kotak Credit/Debit Card. Forgot your PIN? Regenerate it instantly at http://bit.ly/CardPIN",WHY WORRY ABOUT CASH NOW PAY FOR YOUR GROCERIES MOVIES TRAVEL FUEL BILLS AND MUCH MORE DIRECTLY WITH YOUR KOTAK CARD FORGOT YOUR PIN REGENERATE IT INSTANTLY AT HTTP,53
119,119,Short of Cash? Pay for your grocery shopping with SBI Card Elite and also get 5X Reward Points. T&C Apply.,SHORT OF CASH PAY FOR YOUR GROCERY SHOPPING WITH SBI CARD ELITE AND ALSO GET REWARD POINTS APPLY,162
120,120,"Dear SBI Cardholder, as per recent RBI guidelines, the ATM Cash withdrawal limit on your SBI Credit Card will now be Rs.2,500 per day, with immediate effect. Any further change to the stated daily limit would be basis RBI guidelines.",DEAR SBI CARDHOLDER AS PER RECENT RBI GUIDELINES THE ATM CASH WITHDRAWAL LIMIT ON YOUR SBI CREDIT CARD WILL NOW BE PER DAY WITH IMMEDIATE EFFECT ANY FURTHER CHANGE TO THE STATED DAILY LIMIT WOULD BE BASIS RBI GUIDELINES,61
121,121,"Go cashless and use your Kotak Credit/Debit Card to pay for daily essentials, petrol, mobile/DTH recharges, food/electricity bills and much more. Can't remember your Card PIN? Generate it instantly at http://bit.ly/CardPIN",GO CASHLESS AND USE YOUR KOTAK CARD TO PAY FOR DAILY ESSENTIALS PETROL RECHARGES BILLS AND MUCH MORE CA REMEMBER YOUR CARD PIN GENERATE IT INSTANTLY AT HTTP,19
122,122,"For your convenience, we have waived off all ATM & branch cash transaction charges for our savings account customers upto 30th Dec 2016. You can deposit any amount into your a/c without limits",FOR YOUR CONVENIENCE WE HAVE WAIVED OFF ALL ATM BRANCH CASH TRANSACTION CHARGES FOR OUR SAVINGS ACCOUNT CUSTOMERS UPTO DEC YOU CAN DEPOSIT ANY AMOUNT INTO YOUR WITHOUT LIMITS,329
123,123,"Dear Customer, please note according to RBI circular, it has been decided that the limit of exchange of old Rs. 500/1000 currency notes, across the counter of the bank shall be Rs. 2000 with effect from November 18, 2016.This facility will be available only once per person for the period November 8 to December 30, 2016.",DEAR CUSTOMER PLEASE NOTE ACCORDING TO RBI CIRCULAR IT HAS BEEN DECIDED THAT THE LIMIT OF EXCHANGE OF OLD RS CURRENCY NOTES ACROSS THE COUNTER OF THE BANK SHALL BE RS WITH EFFECT FROM NOVEMBER FACILITY WILL BE AVAILABLE ONLY ONCE PER PERSON FOR THE PERIOD NOVEMBER TO DECEMBER,78
124,124,"Avoid cash and pay for all your daily needs from grocery, petrol to utility expenses with SBI Card. Your credit card is accepted at more than 14 lakh outlets and all online portals, and gives you credit free period of upto 50 days. To know more visit sbicard.com",AVOID CASH AND PAY FOR ALL YOUR DAILY NEEDS FROM GROCERY PETROL TO UTILITY EXPENSES WITH SBI CARD YOUR CREDIT CARD IS ACCEPTED AT MORE THAN LAKH OUTLETS AND ALL ONLINE PORTALS AND GIVES YOU CREDIT FREE PERIOD OF UPTO DAYS TO KNOW MORE VISIT,104
125,125,"Avoid cash and pay for all your daily needs from grocery, petrol to utility expenses with SBI Card. Your credit card is accepted at more than 14 lakh outlets and all online portals, and gives you credit free period of upto 50 days. To know more visit sbicard.com",AVOID CASH AND PAY FOR ALL YOUR DAILY NEEDS FROM GROCERY PETROL TO UTILITY EXPENSES WITH SBI CARD YOUR CREDIT CARD IS ACCEPTED AT MORE THAN LAKH OUTLETS AND ALL ONLINE PORTALS AND GIVES YOU CREDIT FREE PERIOD OF UPTO DAYS TO KNOW MORE VISIT,104
126,126,"Dear Customer, You can deposit OHD 500 & 1000 denomination notes in all your bank accounts including loan accounts within Govt. timeline.This message is being sent for awareness of public in general.",DEAR CUSTOMER YOU CAN DEPOSIT OHD DENOMINATION NOTES IN ALL YOUR BANK ACCOUNTS INCLUDING LOAN ACCOUNTS WITHIN GOVT MESSAGE IS BEING SENT FOR AWARENESS OF PUBLIC IN GENERAL,37
127,127,Dear Customer You can deposit OHD 500 & 1000 denomination notes in all your bank accounts including loan accounts within Govt. timeline. This message is being sent for awareness of public in general.,DEAR CUSTOMER YOU CAN DEPOSIT OHD DENOMINATION NOTES IN ALL YOUR BANK ACCOUNTS INCLUDING LOAN ACCOUNTS WITHIN GOVT TIMELINE THIS MESSAGE IS BEING SENT FOR AWARENESS OF PUBLIC IN GENERAL,37
128,128,"Dear Cardholder, Please note we at SBI Card or our associates will NEVER ASK for your CVV,PIN,OTP or Internet Password. Never share such information with anyone",DEAR CARDHOLDER PLEASE NOTE WE AT SBI CARD OR OUR ASSOCIATES WILL NEVER ASK FOR YOUR CVV PIN OTP OR INTERNET PASSWORD NEVER SHARE SUCH INFORMATION WITH ANYONE,358
129,129,"Dear customer, the cash situation is being handled considering the stock of currency notes received from RBI and availability in currency chest, resulting in ATMs/branches running out of cash. Apologies for the inconvenience, we are doing our best. Meanwhile please use Mobile/Net Banking, Debit / Credit Card to make & receive payments. Go to app.kotak.com to download our app.",DEAR CUSTOMER THE CASH SITUATION IS BEING HANDLED CONSIDERING THE STOCK OF CURRENCY NOTES RECEIVED FROM RBI AND AVAILABILITY IN CURRENCY CHEST RESULTING IN RUNNING OUT OF CASH APOLOGIES FOR THE INCONVENIENCE WE ARE DOING OUR BEST MEANWHILE PLEASE USE BANKING DEBIT CREDIT CARD TO MAKE RECEIVE PAYMENTS GO TO TO DOWNLOAD OUR APP,47
130,130,"As a special convenience, enjoy surcharge waiver across all petrol pumps on your Axis Bank Debit Card till 31/12/16. T&C apply http://bit.ly/2fij2Rp",AS SPECIAL CONVENIENCE ENJOY SURCHARGE WAIVER ACROSS ALL PETROL PUMPS ON YOUR AXIS BANK DEBIT CARD TILL APPLY HTTP,56
131,131,Dear Customer You can deposit OHD 500 & 1000 denomination notes in all your bank accounts including loan accounts within Govt. timeline. This message is being sent for awareness of public in general.,DEAR CUSTOMER YOU CAN DEPOSIT OHD DENOMINATION NOTES IN ALL YOUR BANK ACCOUNTS INCLUDING LOAN ACCOUNTS WITHIN GOVT TIMELINE THIS MESSAGE IS BEING SENT FOR AWARENESS OF PUBLIC IN GENERAL,37
132,132,Dear Customer - Please note that Citibank or its employees will never contact you asking for your Card number/Card expiry date/CVV/OTP/Internet Password. Do not share these details with anyone over phone or e-mail as this could lead to fraud. To know more - visit http://citi.asia/1XW0fdT,DEAR CUSTOMER PLEASE NOTE THAT CITIBANK OR ITS EMPLOYEES WILL NEVER CONTACT YOU ASKING FOR YOUR CARD EXPIRY PASSWORD DO NOT SHARE THESE DETAILS WITH ANYONE OVER PHONE OR AS THIS COULD LEAD TO FRAUD TO KNOW MORE VISIT HTTP,295
133,133,"Recharge your phone, pay electricity bills etc. conveniently using Axis Bank Credit or Debit Cards, Axis Mobile App or Axis Internet Banking. T&C Apply.",RECHARGE YOUR PHONE PAY ELECTRICITY BILLS ETC CONVENIENTLY USING AXIS BANK CREDIT OR DEBIT CARDS AXIS MOBILE APP OR AXIS INTERNET BANKING APPLY,250
134,134,"Dear Customer, make all your cashless transactions by Union Bank's Debit/Credit Card. We are facilitating your cash needs relentlessly with your support.",DEAR CUSTOMER MAKE ALL YOUR CASHLESS TRANSACTIONS BY UNION BANK CARD WE ARE FACILITATING YOUR CASH NEEDS RELENTLESSLY WITH YOUR SUPPORT,366
135,135,"Why worry about cash? Now pay for your groceries, movies, travel, fuel, bills and much more directly with your Kotak Credit/Debit Card. Forgot your PIN? Regenerate it instantly at http://bit.ly/CardPIN",WHY WORRY ABOUT CASH NOW PAY FOR YOUR GROCERIES MOVIES TRAVEL FUEL BILLS AND MUCH MORE DIRECTLY WITH YOUR KOTAK CARD FORGOT YOUR PIN REGENERATE IT INSTANTLY AT HTTP,53
136,136,Need to use your Axis Bank Debit Card urgently but forgot your PIN? Reset your PIN easily using mobile banking or internet banking. Visit http://bit.ly/2fTNHoP to know more. T&C Apply,NEED TO USE YOUR AXIS BANK DEBIT CARD URGENTLY BUT FORGOT YOUR PIN RESET YOUR PIN EASILY USING MOBILE BANKING OR INTERNET BANKING VISIT HTTP TO KNOW MORE APPLY,43
137,137,"Dear Customer, please note according to RBI circular, it has been decided that the limit of exchange of old Rs. 500/1000 currency notes, across the counter of the bank shall be Rs. 2000 with effect from November 18, 2016.This facility will be available only once per person for the period November 8 to December 30, 2016.",DEAR CUSTOMER PLEASE NOTE ACCORDING TO RBI CIRCULAR IT HAS BEEN DECIDED THAT THE LIMIT OF EXCHANGE OF OLD RS CURRENCY NOTES ACROSS THE COUNTER OF THE BANK SHALL BE RS WITH EFFECT FROM NOVEMBER FACILITY WILL BE AVAILABLE ONLY ONCE PER PERSON FOR THE PERIOD NOVEMBER TO DECEMBER,78
138,138,Hello! You have initiated to add Rs.600.0 to your account  7738988870. Please keep the txn id 161118704474 for future reference,HELLO YOU HAVE INITIATED TO ADD TO YOUR ACCOUNT PLEASE KEEP THE TXN ID FOR FUTURE REFERENCE,285
139,139,"airtel money payment to 7738988870 successful! Amt: Rs.801, TxnID: 707570710, Date: 18/11/16 08:04, Bal: Rs.31.1 . 5% Cashback on every txn at Airtel Money T&C apply. bit.ly/2aFrOnA",AIRTEL MONEY PAYMENT TO SUCCESSFUL AMT TXNID DATE BAL CASHBACK ON EVERY TXN AT AIRTEL MONEY APPLY,134
140,140,We would like to remind you that you have time till 30th December 2016 to deposit/exchange your discontinued Rs. 500/1000 notes. Our staff is ready to help you. You can deposit any amount into your a/c without limits.,WE WOULD LIKE TO REMIND YOU THAT YOU HAVE TIME TILL DECEMBER TO YOUR DISCONTINUED RS NOTES OUR STAFF IS READY TO HELP YOU YOU CAN DEPOSIT ANY AMOUNT INTO YOUR WITHOUT LIMITS,71
141,141,"airtel money update: Cash back for Rs.40.05 credited in your a/c for 5% Cashback on every txn using Airtel Money. T&C Apply!. TXN ID: 709406175,Date: 2016-11-21 22:54:14,Bal: Rs.71.15",AIRTEL MONEY UPDATE CASH BACK FOR CREDITED IN YOUR FOR CASHBACK ON EVERY TXN USING AIRTEL MONEY APPLY TXN ID DATE BAL,291
142,142,Need to use your Axis Bank Debit Card urgently but forgot your PIN? Reset your PIN easily using mobile banking or internet banking. Visit http://bit.ly/2fTNHoP to know more. T&C Apply,NEED TO USE YOUR AXIS BANK DEBIT CARD URGENTLY BUT FORGOT YOUR PIN RESET YOUR PIN EASILY USING MOBILE BANKING OR INTERNET BANKING VISIT HTTP TO KNOW MORE APPLY,43
143,143,"As a special convenience, enjoy surcharge waiver across all petrol pumps on your Axis Bank Debit Card till 31/12/16. T&C apply http://bit.ly/2fij2Rp",AS SPECIAL CONVENIENCE ENJOY SURCHARGE WAIVER ACROSS ALL PETROL PUMPS ON YOUR AXIS BANK DEBIT CARD TILL APPLY HTTP,56
144,144,683026 is your Dynamic Access Code for CRN XXXX537.,IS YOUR DYNAMIC ACCESS CODE FOR CRN,21
145,145,074104 is your Dynamic Access Code for CRN XXXX537.,IS YOUR DYNAMIC ACCESS CODE FOR CRN,21
146,146,966556 is your Dynamic Access Code for CRN XXXX537.,IS YOUR DYNAMIC ACCESS CODE FOR CRN,21
147,147,Rs. 17 is debited in A/c XX0910 on 20-09-2016 towards Qtrly SMS alert charges. Ac Balance is Rs. 21203 .,RS IS DEBITED IN ON TOWARDS QTRLY SMS ALERT CHARGES AC BALANCE IS RS,229
148,148,Rs. 40000 is Credited in Ac XX0910 on 12-11-2016.Ac Balance is Rs. 43737 .,RS IS CREDITED IN AC ON BALANCE IS RS,229
149,149,Chq 10 for Rs. 10000 is Debited in Ac XX0910 on 17-11-2016.Ac Balance is Rs. 27737 .,CHQ FOR RS IS DEBITED IN AC ON BALANCE IS RS,229
150,150,Chq 13 for Rs. 6000 is Debited in Ac XX0910 on 22-11-2016.Ac Balance is Rs. 13737 .,CHQ FOR RS IS DEBITED IN AC ON BALANCE IS RS,229
151,151,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR1,10,250.00  on 30 Sep. Info.SGB V: SR430919946. Your Total Avbl. Bal is INR44,668.85.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON YOUR TOTAL AVBL BAL IS,100
152,152,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR49,000.00  on 01 Oct. Info.CASH PAID:SELF. Your Total Avbl. Bal is INR1,30,845.37.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON PAID SELF YOUR TOTAL AVBL BAL IS,350
153,153,"Dear Customer, Your a/c no. XXXXXXXX2003 is credited by Rs.11,999.00 on 03-Oct-2016 15:24:29 by a/c XXXXXXXX0602. (IMPS Ref no 627715931900).",DEAR CUSTOMER YOUR NO IS CREDITED BY ON BY IMPS REF NO,443
154,154,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR49,000.00  on 07 Oct. Info.CASH PAID:SELF. Your Total Avbl. Bal is INR71,839.91.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON PAID SELF YOUR TOTAL AVBL BAL IS,350
155,155,"Dear Customer, Your Ac XXXXXXXX2003 is credited with INR20,000.00 on 13 Oct. Info.NEFT-KKBKH16287821521-MONISH. Your Net Available Balance is INR50,418.87.",DEAR CUSTOMER YOUR AC IS CREDITED WITH ON YOUR NET AVAILABLE BALANCE IS,112
156,156,"Dear Customer, Cheque Book for Acct XX2003 has been delivered to Signature by Vichare Courier on 14-OCT-16. In case of non-receipt, pls call Customer Care.",DEAR CUSTOMER CHEQUE BOOK FOR ACCT HAS BEEN DELIVERED TO SIGNATURE BY VICHARE COURIER ON IN CASE OF PLS CALL CUSTOMER CARE,347
157,157,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR6,659.00  on 29 Oct. Info.BIL*001069291248*Aanshi-cc*N. Your Total Avbl. Bal is INR40,633.32.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON YOUR TOTAL AVBL BAL IS,100
158,158,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR30,000.00  on 03 Nov. Info.BIL*001073048747*InternalTra. Your Total Avbl. Bal is INR1,50,428.32.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON YOUR TOTAL AVBL BAL IS,100
159,159,"Dear Customer, Your Ac XXXXXXXX2003 is debited with INR5,000.00  on 11 Nov. Info.BIL*001078551473*Kumarkom-sa. Your Total Avbl. Bal is INR1,30,667.55.",DEAR CUSTOMER YOUR AC IS DEBITED WITH ON YOUR TOTAL AVBL BAL IS,100
160,160,INR 10000.00 is credited to your A/c XXXX2572 on 01-12-2016 on account of 1364/1-6009750426/SHANAYA MONISH SALOT.Combined Available Balance is INR 10000.00. Chq deposit subject to realization.,INR IS CREDITED TO YOUR ON ON ACCOUNT OF MONISH AVAILABLE BALANCE IS INR CHQ DEPOSIT SUBJECT TO REALIZATION,129
161,161,Avbl Bal for A/c XXXX4010  as on 25-09-2016 is INR 0.00. Combined Avbl Bal is INR 0.00. Use Mobile Banking App to track A/c (app.kotak.com),AVBL BAL FOR AS ON IS INR COMBINED AVBL BAL IS INR USE MOBILE BANKING APP TO TRACK,54
162,162,Avbl Bal for A/c XXXX4010  as on 02-10-2016 is INR 20014.00. Combined Avbl Bal is INR 20014.00. Use Mobile Banking App to track A/c (app.kotak.com),AVBL BAL FOR AS ON IS INR COMBINED AVBL BAL IS INR USE MOBILE BANKING APP TO TRACK,54
